"Date Time","T (degC)"
03.01.2009 06:40:00,-7.97
03.01.2009 06:50:00,-8.10
03.01.2009 07:00:00,-8.48
03.01.2009 07:10:00,-8.63
03.01.2009 07:20:00,-8.61
03.01.2009 07:30:00,-8.61
03.01.2009 07:40:00,-8.85
03.01.2009 07:50:00,-9.18
03.01.2009 08:00:00,-9.28
03.01.2009 08:10:00,-9.45
03.01.2009 08:20:00,-9.81
03.01.2009 08:30:00,-9.85
03.01.2009 08:40:00,-9.71
03.01.2009 08:50:00,-9.40
03.01.2009 09:00:00,-9.46
03.01.2009 09:10:00,-10.00
03.01.2009 09:20:00,-9.93
03.01.2009 09:30:00,-9.30
03.01.2009 09:40:00,-8.83
03.01.2009 09:50:00,-8.48
03.01.2009 10:00:00,-8.53
03.01.2009 10:10:00,-8.56
03.01.2009 10:20:00,-8.47
03.01.2009 10:30:00,-8.51
03.01.2009 10:40:00,-8.41
03.01.2009 10:50:00,-8.16
03.01.2009 11:00:00,-7.87
03.01.2009 11:10:00,-7.52
03.01.2009 11:20:00,-7.29
03.01.2009 11:30:00,-6.89
03.01.2009 11:40:00,-6.56
03.01.2009 11:50:00,-6.32
03.01.2009 12:00:00,-5.96
03.01.2009 12:10:00,-5.78
03.01.2009 12:20:00,-5.15
03.01.2009 12:30:00,-4.34
03.01.2009 12:40:00,-3.77
03.01.2009 12:50:00,-3.27
03.01.2009 13:00:00,-2.82
03.01.2009 13:10:00,-2.23
03.01.2009 13:20:00,-2.37
03.01.2009 13:30:00,-2.11
03.01.2009 13:40:00,-1.66
03.01.2009 13:50:00,-1.43
03.01.2009 14:00:00,-2.15
03.01.2009 14:10:00,-2.74
03.01.2009 14:20:00,-2.29
03.01.2009 14:30:00,-1.66
03.01.2009 14:40:00,-1.52
03.01.2009 14:50:00,-0.90
03.01.2009 15:00:00,-0.82
03.01.2009 15:10:00,-1.37
03.01.2009 15:20:00,-1.91
03.01.2009 15:30:00,-2.28
03.01.2009 15:40:00,-2.24
03.01.2009 15:50:00,-2.32
03.01.2009 16:00:00,-2.80
03.01.2009 16:10:00,-3.64
03.01.2009 16:20:00,-3.98
03.01.2009 16:30:00,-4.18
03.01.2009 16:40:00,-4.35
03.01.2009 16:50:00,-4.52
03.01.2009 17:00:00,-4.69
03.01.2009 17:10:00,-4.63
03.01.2009 17:20:00,-4.60
03.01.2009 17:30:00,-4.31
03.01.2009 17:40:00,-4.18
03.01.2009 17:50:00,-4.16
03.01.2009 18:00:00,-4.08
03.01.2009 18:10:00,-3.98
03.01.2009 18:20:00,-3.91
03.01.2009 18:30:00,-3.90
03.01.2009 18:40:00,-3.90
03.01.2009 18:50:00,-3.87
03.01.2009 19:00:00,-3.78
03.01.2009 19:10:00,-3.77
03.01.2009 19:20:00,-3.95
03.01.2009 19:30:00,-3.90
03.01.2009 19:40:00,-3.75
03.01.2009 19:50:00,-3.81
03.01.2009 20:00:00,-3.84
03.01.2009 20:10:00,-3.88
03.01.2009 20:20:00,-3.67
03.01.2009 20:30:00,-3.30
03.01.2009 20:40:00,-3.34
03.01.2009 20:50:00,-3.24
03.01.2009 21:00:00,-3.15
03.01.2009 21:10:00,-3.07
03.01.2009 21:20:00,-2.93
03.01.2009 21:30:00,-2.78
03.01.2009 21:40:00,-2.76
03.01.2009 21:50:00,-2.76
03.01.2009 22:00:00,-2.76
03.01.2009 22:10:00,-2.71
03.01.2009 22:20:00,-2.67
03.01.2009 22:30:00,-2.69
03.01.2009 22:40:00,-2.70
03.01.2009 22:50:00,-2.64
03.01.2009 23:00:00,-2.58
03.01.2009 23:10:00,-2.46
03.01.2009 23:20:00,-2.33
03.01.2009 23:30:00,-2.12
03.01.2009 23:40:00,-1.97
03.01.2009 23:50:00,-1.90
04.01.2009 00:00:00,-1.90
04.01.2009 00:10:00,-1.83
04.01.2009 00:20:00,-1.70
04.01.2009 00:30:00,-1.60
04.01.2009 00:40:00,-1.55
04.01.2009 00:50:00,-1.46
04.01.2009 01:00:00,-1.42
04.01.2009 01:10:00,-1.49
04.01.2009 01:20:00,-2.01
04.01.2009 01:30:00,-2.32
04.01.2009 01:40:00,-2.37
04.01.2009 01:50:00,-2.32
04.01.2009 02:00:00,-2.22
04.01.2009 02:10:00,-2.09
04.01.2009 02:20:00,-2.04
04.01.2009 02:30:00,-2.25
04.01.2009 02:40:00,-2.54
04.01.2009 02:50:00,-2.26
04.01.2009 03:00:00,-2.20
04.01.2009 03:10:00,-2.16
04.01.2009 03:20:00,-2.05
04.01.2009 03:30:00,-1.90
04.01.2009 03:40:00,-1.79
04.01.2009 03:50:00,-1.79
04.01.2009 04:00:00,-1.88
04.01.2009 04:10:00,-1.87
04.01.2009 04:20:00,-1.78
04.01.2009 04:30:00,-1.66
04.01.2009 04:40:00,-1.64
04.01.2009 04:50:00,-1.64
04.01.2009 05:00:00,-1.64
04.01.2009 05:10:00,-1.50
04.01.2009 05:20:00,-1.44
04.01.2009 05:30:00,-1.47
04.01.2009 05:40:00,-1.49
04.01.2009 05:50:00,-1.44
04.01.2009 06:00:00,-1.44
04.01.2009 06:10:00,-1.44
04.01.2009 06:20:00,-1.39
04.01.2009 06:30:00,-1.33
04.01.2009 06:40:00,-1.25
04.01.2009 06:50:00,-1.14
04.01.2009 07:00:00,-1.09
04.01.2009 07:10:00,-1.00
04.01.2009 07:20:00,-0.92
04.01.2009 07:30:00,-0.90
04.01.2009 07:40:00,-0.86
04.01.2009 07:50:00,-0.90
04.01.2009 08:00:00,-0.89
04.01.2009 08:10:00,-0.81
04.01.2009 08:20:00,-0.76
04.01.2009 08:30:00,-0.70
04.01.2009 08:40:00,-0.70
04.01.2009 08:50:00,-0.76
04.01.2009 09:00:00,-0.72
04.01.2009 09:10:00,-0.90
04.01.2009 09:20:00,-1.21
04.01.2009 09:30:00,-1.31
04.01.2009 09:40:00,-1.37
04.01.2009 09:50:00,-1.37
04.01.2009 10:00:00,-1.37
04.01.2009 10:10:00,-1.30
04.01.2009 10:20:00,-1.20
04.01.2009 10:30:00,-1.14
04.01.2009 10:40:00,-1.10
04.01.2009 10:50:00,-1.10
04.01.2009 11:00:00,-1.10
04.01.2009 11:10:00,-1.12
04.01.2009 11:20:00,-1.11
04.01.2009 11:30:00,-1.10
04.01.2009 11:40:00,-1.16
04.01.2009 11:50:00,-1.17
04.01.2009 12:00:00,-1.21
04.01.2009 12:10:00,-1.12
04.01.2009 12:20:00,-0.99
04.01.2009 12:30:00,-0.94
04.01.2009 12:40:00,-0.86
04.01.2009 12:50:00,-0.92
04.01.2009 13:00:00,-1.02
04.01.2009 13:10:00,-0.99
04.01.2009 13:20:00,-1.00
04.01.2009 13:30:00,-1.04
04.01.2009 13:40:00,-0.99
04.01.2009 13:50:00,-0.83
04.01.2009 14:00:00,-0.77
04.01.2009 14:10:00,-0.79
04.01.2009 14:20:00,-0.87
04.01.2009 14:30:00,-0.90
04.01.2009 14:40:00,-0.90
04.01.2009 14:50:00,-0.79
04.01.2009 15:00:00,-0.70
04.01.2009 15:10:00,-0.63
04.01.2009 15:20:00,-0.75
04.01.2009 15:30:00,-0.84
04.01.2009 15:40:00,-0.96
04.01.2009 15:50:00,-1.02
04.01.2009 16:00:00,-1.05
04.01.2009 16:10:00,-1.13
04.01.2009 16:20:00,-1.22
04.01.2009 16:30:00,-1.29
04.01.2009 16:40:00,-1.40
04.01.2009 16:50:00,-1.44
04.01.2009 17:00:00,-1.46
04.01.2009 17:10:00,-1.41
04.01.2009 17:20:00,-1.44
04.01.2009 17:30:00,-1.42
04.01.2009 17:40:00,-1.45
04.01.2009 17:50:00,-1.49
04.01.2009 18:00:00,-1.51
04.01.2009 18:10:00,-1.51
04.01.2009 18:20:00,-1.51
04.01.2009 18:30:00,-1.56
04.01.2009 18:40:00,-1.57
04.01.2009 18:50:00,-1.58
04.01.2009 19:00:00,-1.62
04.01.2009 19:10:00,-1.56
04.01.2009 19:20:00,-1.63
04.01.2009 19:30:00,-1.60
04.01.2009 19:40:00,-1.58
04.01.2009 19:50:00,-1.61
04.01.2009 20:00:00,-1.56
04.01.2009 20:10:00,-1.51
04.01.2009 20:20:00,-1.45
04.01.2009 20:30:00,-1.51
04.01.2009 20:40:00,-1.51
04.01.2009 20:50:00,-1.51
04.01.2009 21:00:00,-1.51
04.01.2009 21:10:00,-1.51
04.01.2009 21:20:00,-1.51
04.01.2009 21:30:00,-1.49
04.01.2009 21:40:00,-1.44
04.01.2009 21:50:00,-1.44
04.01.2009 22:00:00,-1.43
04.01.2009 22:10:00,-1.38
04.01.2009 22:20:00,-1.45
04.01.2009 22:30:00,-1.51
04.01.2009 22:40:00,-1.46
04.01.2009 22:50:00,-1.44
04.01.2009 23:00:00,-1.44
04.01.2009 23:10:00,-1.44
04.01.2009 23:20:00,-1.42
04.01.2009 23:30:00,-1.44
04.01.2009 23:40:00,-1.46
04.01.2009 23:50:00,-1.50
05.01.2009 00:00:00,-1.47
05.01.2009 00:10:00,-1.50
05.01.2009 00:20:00,-1.52
05.01.2009 00:30:00,-1.56
05.01.2009 00:40:00,-1.56
05.01.2009 00:50:00,-1.57
05.01.2009 01:00:00,-1.57
05.01.2009 01:10:00,-1.57
05.01.2009 01:20:00,-1.58
05.01.2009 01:30:00,-1.57
05.01.2009 01:40:00,-1.60
05.01.2009 01:50:00,-1.63
05.01.2009 02:00:00,-1.60
05.01.2009 02:10:00,-1.57
05.01.2009 02:20:00,-1.54
05.01.2009 02:30:00,-1.50
05.01.2009 02:40:00,-1.46
05.01.2009 02:50:00,-1.44
05.01.2009 03:00:00,-1.50
05.01.2009 03:10:00,-1.53
05.01.2009 03:20:00,-1.57
05.01.2009 03:30:00,-1.61
05.01.2009 03:40:00,-1.64
05.01.2009 03:50:00,-1.70
05.01.2009 04:00:00,-1.76
05.01.2009 04:10:00,-1.77
05.01.2009 04:20:00,-1.80
05.01.2009 04:30:00,-1.81
05.01.2009 04:40:00,-1.77
05.01.2009 04:50:00,-1.77
05.01.2009 05:00:00,-1.77
05.01.2009 05:10:00,-1.77
05.01.2009 05:20:00,-1.76
05.01.2009 05:30:00,-1.76
05.01.2009 05:40:00,-1.76
05.01.2009 05:50:00,-1.76
05.01.2009 06:00:00,-1.76
05.01.2009 06:10:00,-1.70
05.01.2009 06:20:00,-1.70
05.01.2009 06:30:00,-1.71
05.01.2009 06:40:00,-1.79
05.01.2009 06:50:00,-1.92
05.01.2009 07:00:00,-2.08
05.01.2009 07:10:00,-2.18
05.01.2009 07:20:00,-2.26
05.01.2009 07:30:00,-2.31
05.01.2009 07:40:00,-2.36
05.01.2009 07:50:00,-2.59
05.01.2009 08:00:00,-2.72
05.01.2009 08:10:00,-2.83
05.01.2009 08:20:00,-2.87
05.01.2009 08:30:00,-2.90
05.01.2009 08:40:00,-2.89
05.01.2009 08:50:00,-3.03
05.01.2009 09:00:00,-3.11
05.01.2009 09:10:00,-3.12
05.01.2009 09:20:00,-3.11
05.01.2009 09:30:00,-3.18
05.01.2009 09:40:00,-3.23
05.01.2009 09:50:00,-3.24
05.01.2009 10:00:00,-3.29
05.01.2009 10:10:00,-3.30
05.01.2009 10:20:00,-3.28
05.01.2009 10:30:00,-3.31
05.01.2009 10:40:00,-3.36
05.01.2009 10:50:00,-3.46
05.01.2009 11:00:00,-3.53
05.01.2009 11:10:00,-3.57
05.01.2009 11:20:00,-3.58
05.01.2009 11:30:00,-3.62
05.01.2009 11:40:00,-3.63
05.01.2009 11:50:00,-3.63
05.01.2009 12:00:00,-3.65
05.01.2009 12:10:00,-3.73
05.01.2009 12:20:00,-3.86
05.01.2009 12:30:00,-4.06
05.01.2009 12:40:00,-4.16
05.01.2009 12:50:00,-4.17
05.01.2009 13:00:00,-4.15
05.01.2009 13:10:00,-4.23
05.01.2009 13:20:00,-4.33
05.01.2009 13:30:00,-4.37
05.01.2009 13:40:00,-4.45
05.01.2009 13:50:00,-4.50
05.01.2009 14:00:00,-4.57
05.01.2009 14:10:00,-4.68
05.01.2009 14:20:00,-4.77
05.01.2009 14:30:00,-4.81
05.01.2009 14:40:00,-4.95
05.01.2009 14:50:00,-5.08
05.01.2009 15:00:00,-5.14
05.01.2009 15:10:00,-5.26
05.01.2009 15:20:00,-5.41
05.01.2009 15:30:00,-5.49
05.01.2009 15:40:00,-5.54
05.01.2009 15:50:00,-5.59
05.01.2009 16:00:00,-5.74
05.01.2009 16:10:00,-5.77
05.01.2009 16:20:00,-5.94
05.01.2009 16:30:00,-6.05
05.01.2009 16:40:00,-6.10
05.01.2009 16:50:00,-6.21
05.01.2009 17:00:00,-6.38
05.01.2009 17:10:00,-6.55
05.01.2009 17:20:00,-6.63
05.01.2009 17:30:00,-6.70
05.01.2009 17:40:00,-6.76
05.01.2009 17:50:00,-6.74
05.01.2009 18:00:00,-6.85
05.01.2009 18:10:00,-7.08
05.01.2009 18:20:00,-7.45
05.01.2009 18:30:00,-7.62
05.01.2009 18:40:00,-7.73
05.01.2009 18:50:00,-7.80
05.01.2009 19:00:00,-7.90
05.01.2009 19:10:00,-8.01
05.01.2009 19:20:00,-8.13
05.01.2009 19:30:00,-8.31
05.01.2009 19:40:00,-8.55
05.01.2009 19:50:00,-8.87
05.01.2009 20:00:00,-9.13
05.01.2009 20:10:00,-9.35
05.01.2009 20:20:00,-9.55
05.01.2009 20:30:00,-9.73
05.01.2009 20:40:00,-9.90
05.01.2009 20:50:00,-10.07
05.01.2009 21:00:00,-10.18
05.01.2009 21:10:00,-10.32
05.01.2009 21:20:00,-10.41
05.01.2009 21:30:00,-10.44
05.01.2009 21:40:00,-10.46
05.01.2009 21:50:00,-10.50
05.01.2009 22:00:00,-10.60
05.01.2009 22:10:00,-10.74
05.01.2009 22:20:00,-10.88
05.01.2009 22:30:00,-11.09
05.01.2009 22:40:00,-11.32
05.01.2009 22:50:00,-11.50
05.01.2009 23:00:00,-11.72
05.01.2009 23:10:00,-11.96
05.01.2009 23:20:00,-12.16
05.01.2009 23:30:00,-12.30
05.01.2009 23:40:00,-12.43
05.01.2009 23:50:00,-12.54
06.01.2009 00:00:00,-12.63
06.01.2009 00:10:00,-12.78
06.01.2009 00:20:00,-12.93
06.01.2009 00:30:00,-13.06
06.01.2009 00:40:00,-13.14
06.01.2009 00:50:00,-13.24
06.01.2009 01:00:00,-13.34
06.01.2009 01:10:00,-13.39
06.01.2009 01:20:00,-13.43
06.01.2009 01:30:00,-13.49
06.01.2009 01:40:00,-13.59
06.01.2009 01:50:00,-13.62
06.01.2009 02:00:00,-13.64
06.01.2009 02:10:00,-13.66
06.01.2009 02:20:00,-13.75
06.01.2009 02:30:00,-13.80
06.01.2009 02:40:00,-13.85
06.01.2009 02:50:00,-13.87
06.01.2009 03:00:00,-13.89
06.01.2009 03:10:00,-13.98
06.01.2009 03:20:00,-14.08
06.01.2009 03:30:00,-14.18
06.01.2009 03:40:00,-14.30
06.01.2009 03:50:00,-14.26
06.01.2009 04:00:00,-14.29
06.01.2009 04:10:00,-14.39
06.01.2009 04:20:00,-14.47
06.01.2009 04:30:00,-14.60
06.01.2009 04:40:00,-14.73
06.01.2009 04:50:00,-14.90
06.01.2009 05:00:00,-15.13
06.01.2009 05:10:00,-15.20
06.01.2009 05:20:00,-15.16
06.01.2009 05:30:00,-15.25
06.01.2009 05:40:00,-15.31
06.01.2009 05:50:00,-15.29
06.01.2009 06:00:00,-15.37
06.01.2009 06:10:00,-15.49
06.01.2009 06:20:00,-15.73
06.01.2009 06:30:00,-16.31
06.01.2009 06:40:00,-16.69
06.01.2009 06:50:00,-16.71
06.01.2009 07:00:00,-16.86
06.01.2009 07:10:00,-16.92
06.01.2009 07:20:00,-16.90
06.01.2009 07:30:00,-16.89
06.01.2009 07:40:00,-16.97
06.01.2009 07:50:00,-17.02
06.01.2009 08:00:00,-16.92
06.01.2009 08:10:00,-16.26
06.01.2009 08:20:00,-16.09
06.01.2009 08:30:00,-16.02
06.01.2009 08:40:00,-15.98
06.01.2009 08:50:00,-15.90
06.01.2009 09:00:00,-15.71
06.01.2009 09:10:00,-15.69
06.01.2009 09:20:00,-15.53
